SampleID	CollectionDate	Subj_Certainty	Subject	SampleCollectedBy	SampleNotes	ExtractID	ExtractDate	ExtractConc	ExtractedBy	ExtractKit	ExtractBox	ExtractNotes	LibraryCode	LibPrepWorkflow	LibPrepDate	SequenceID	LibraryTube	LibraryBarcode	LibraryConc_QC2	LibraryTotalPoolVol
HDZ-415	2024-06-24	no	Warble	HDZ Keepers		HDZ-415-E1	2024-07-26	98	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 4		PL009	rapid16s	2024-08-16	HDZ-415-S206	22	16S22		NA
HDZ-416	2024-06-21	yes	Warble	HDZ Keepers		HDZ-416-E1	2024-07-26	45	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 4		PL010	rapid16s	2024-08-21	HDZ-416-S220	13	16S13		NA
HDZ-417	2024-06-23	yes	Warble	HDZ Keepers		HDZ-417-E1	2024-07-26	57	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 4		PL010	rapid16s	2024-08-21	HDZ-417-S221	14	16S14		NA
HDZ-418	2024-06-27	yes	Warble	HDZ Keepers		HDZ-418-E1	2024-08-30	63	AS	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 6		PL016	rapid16s	2024-09-20	HDZ-418-E1-S351	6	16S6		NA
HDZ-419	2024-06-25	yes	Warble	HDZ Keepers		HDZ-419-E1	2024-08-30	76	AS	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 6		PL016	rapid16s	2024-09-20	HDZ-419-E1-S352	7	16S7		NA
HDZ-420	2024-06-19	yes	Warble	HDZ Keepers		HDZ-420-E1	2024-07-26	71	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 4		PL009	rapid16s	2024-08-16	HDZ-420-S207	23	16S23		NA
HDZ-421	2024-06-18	no	Unknown	HDZ Keepers		HDZ-421-E1	2024-07-26	34	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 4		PL010	rapid16s	2024-08-21	HDZ-421-S222	15	16S15		NA
HDZ-422	2024-06-16	yes	Warble	HDZ Keepers		HDZ-422-E1	2024-07-26	107	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 4		PL013	rapid16s	2024-08-30	HDZ-422-S291	15	16S15		NA
HDZ-423	2024-06-17	yes	Warble	HDZ Keepers		HDZ-423-E1	2024-07-26	77	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 4		PL010	rapid16s	2024-08-21	HDZ-423-S223	16	16S16		NA
HDZ-424	2024-05-13	yes	Warble	HDZ Keepers		HDZ-424-E1	2024-08-06	43	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 5		PL010	rapid16s	2024-08-21	HDZ-424-S224	17	16S17		NA
HDZ-425	2024-05-08	yes	Warble	HDZ Keepers		HDZ-425-E1	2024-08-06	55	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 5		PL010	rapid16s	2024-08-21	HDZ-425-S225	18	16S18		NA
HDZ-426	2024-05-08	yes	Culi	HDZ Keepers		HDZ-426-E1	2024-08-06	41	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 5		PL010	rapid16s	2024-08-21	HDZ-426-S226	19	16S19		NA
HDZ-427	2024-06-07	yes	Warble	HDZ Keepers		HDZ-427-E1	2024-08-30	91	AS	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 6		PL016	rapid16s	2024-09-20	HDZ-427-E1-S353	8	16S8		NA
HDZ-428	2024-06-12	yes	Warble	HDZ Keepers		HDZ-428-E1	2024-09-04	32	ZE	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 6		PL016	rapid16s	2024-09-20	HDZ-428-E1-S354	9	16S9		NA
HDZ-429	2024-06-16	no	Culi	HDZ Keepers		HDZ-429-E1	2024-09-04	28	ZE	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 6		PL016	rapid16s	2024-09-20	HDZ-429-E1-S355	10	16S10		NA
HDZ-430	2024-05-11	yes	Culi	HDZ Keepers		HDZ-430-E1	2024-08-06	100	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 5		PL013	rapid16s	2024-08-30	HDZ-430-S292	16	16S16		NA
HDZ-431	2024-05-07	yes	Warble	HDZ Keepers		HDZ-431-E1	2024-08-06	21	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 5		PL010	rapid16s	2024-08-21	HDZ-431-S227	20	16S20		NA
HDZ-432	2024-05-04	yes	Warble	HDZ Keepers		HDZ-432-E1	2024-08-06	40	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 5		PL010	rapid16s	2024-08-21	HDZ-432-S228	21	16S21		NA
HDZ-433	2024-05-07	yes	Culi	HDZ Keepers		HDZ-433-E1	2024-08-06	52	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 5		PL010	rapid16s	2024-08-21	HDZ-433-S229	22	16S22		NA
HDZ-434	2024-05-09	yes	Culi	HDZ Keepers		HDZ-434-E1	2024-08-06	55	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 5		PL010	rapid16s	2024-08-21	HDZ-434-S230	23	16S23		NA
HDZ-435	2024-06-11	yes	Warble	HDZ Keepers		HDZ-435-E1	2024-09-04	79	ZE	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 6		PL016	rapid16s	2024-09-20	HDZ-435-E1-S356	11	16S11		NA
HDZ-436	2024-06-04	yes	Warble	HDZ Keepers		HDZ-436-E1	2024-09-04	78	ZE	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 6		PL016	rapid16s	2024-09-20	HDZ-436-E1-S357	12	16S12		NA
HDZ-437	2024-05-04	yes	Culi	HDZ Keepers		HDZ-437-E1	2024-08-06	72	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 5		PL011	rapid16s	2024-08-21	HDZ-437-S253	23	16S23		NA
HDZ-438	2024-05-03	yes	Culi	HDZ Keepers		HDZ-438-E1	2024-08-06	25	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 5		PL012	rapid16s	2024-08-30	HDZ-438-S275	22	16S22		NA
HDZ-439	2024-05-03	yes	Warble	HDZ Keepers		HDZ-439-E1	2024-08-06	50	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 5		PL012	rapid16s	2024-08-30	HDZ-439-S276	23	16S23		NA
HDZ-440	2024-05-09	yes	Warble	HDZ Keepers		HDZ-440-E1	2024-08-06	52	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 5		PL013	rapid16s	2024-08-30	HDZ-440-S293	17	16S17		NA
HDZ-441	2024-06-09	yes	Warble	HDZ Keepers		HDZ-441-E1	2024-08-28	44	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 6		PL015	rapid16s	2024-09-09	HDZ-441-S340	18	16S18		NA
HDZ-442	2024-05-12	yes	Culi	HDZ Keepers		HDZ-442-E1	2024-08-06	66	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 5		PL013	rapid16s	2024-08-30	HDZ-442-S294	18	16S18		NA
HDZ-443	2024-05-12	yes	Warble	HDZ Keepers		HDZ-443-E1	2024-08-06	45	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 5		PL013	rapid16s	2024-08-30	HDZ-443-S295	19	16S19		NA
HDZ-444	2024-05-10	yes	Culi	HDZ Keepers		HDZ-444-E1	2024-08-06	51	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 5		PL013	rapid16s	2024-08-30	HDZ-444-S296	20	16S20		NA
HDZ-445	2024-05-13	yes	Culi	HDZ Keepers		HDZ-445-E1	2024-08-15	91	AS	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 5		PL013	rapid16s	2024-08-30	HDZ-445-S297	21	16S21		NA
HDZ-446	2024-06-03	yes	Warble	HDZ Keepers		HDZ-446-E1	2024-08-28	27	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 6		PL015	rapid16s	2024-09-09	HDZ-446-S341	19	16S19		NA
HDZ-447	2024-06-05	yes	Warble	HDZ Keepers		HDZ-447-E1	2024-08-28	58	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 6		PL015	rapid16s	2024-09-09	HDZ-447-S342	20	16S20		NA
HDZ-448	2024-05-01	yes	Warble	HDZ Keepers		HDZ-448-E1	2024-08-15	99	AS	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 5		PL013	rapid16s	2024-08-30	HDZ-448-S298	22	16S22		NA
HDZ-449	2024-04-30	yes	Warble	HDZ Keepers		HDZ-449-E1	2024-08-15	9.8	AS	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 5		PL013	rapid16s	2024-08-30	HDZ-449-S299	23	16S23		NA
HDZ-450	2024-04-27	yes	Culi	HDZ Keepers		HDZ-450-E1	2024-08-26	60	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 6		PL014	rapid16s	2024-09-06	HDZ-450-S322	23	16S23		NA
HDZ-451	2024-04-27	yes	Warble	HDZ Keepers		HDZ-451-E1	2024-08-28	32	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 6		PL015	rapid16s	2024-09-09	HDZ-451-S343	21	16S21		NA
HDZ-452	2024-04-29	yes	Culi	HDZ Keepers		HDZ-452-E1	2024-08-28	9.3	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 6		PL015	rapid16s	2024-09-09	HDZ-452-S344	22	16S22		NA
HDZ-453	2024-04-29	yes	Warble	HDZ Keepers		HDZ-453-E1	2024-08-28	48	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 6		PL015	rapid16s	2024-09-09	HDZ-453-S345	23	16S23		NA
HDZ-454	2024-07-27	yes	Warble	HDZ Keepers		HDZ-454-E1	2024-08-28	72	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 6		PL016	rapid16s	2024-09-20	HDZ-454-E1-S358	13	16S13		NA
HDZ-455	2024-07-24	yes	Warble	HDZ Keepers		HDZ-455-E1	2024-08-28	25	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 6		PL016	rapid16s	2024-09-20	HDZ-455-E1-S359	14	16S14		NA
HDZ-456	2024-07-22	yes	Warble	HDZ Keepers		HDZ-456-E1	2024-08-28	39	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 6		PL016	rapid16s	2024-09-20	HDZ-456-E1-S360	15	16S15		NA
HDZ-457	2024-07-21	yes	Warble	HDZ Keepers		HDZ-457-E1	2024-08-28	66	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 6		PL016	rapid16s	2024-09-20	HDZ-457-E1-S361	16	16S16		NA
HDZ-458	2024-07-19	yes	Warble	HDZ Keepers		HDZ-458-E1	2024-09-04	47	AS	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 6		PL016	rapid16s	2024-09-20	HDZ-458-E1-S362	17	16S17		NA
HDZ-459	2024-07-18	yes	Warble	HDZ Keepers		HDZ-459-E1	2024-09-04	88	AS	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 6		PL016	rapid16s	2024-09-20	HDZ-459-E1-S363	18	16S18		NA
HDZ-460	2024-07-25	yes	Warble	HDZ Keepers		HDZ-460-E1	2024-09-04	50	AS	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 6		PL016	rapid16s	2024-09-20	HDZ-460-E1-S364	19	16S19		NA
HDZ-461	2024-07-20	yes	Warble	HDZ Keepers		HDZ-461-E1	2024-09-12	19	ZE	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 6		PL017	rapid16s	2024-10-25	HDZ-461-S369	1	16S1		NA
HDZ-462	2024-07-14	no	Warble	HDZ Keepers		HDZ-462-E1	2024-09-12	37	ZE	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 6		PL017	rapid16s	2024-10-25	HDZ-462-S370	2	16S2		NA
HDZ-463	2024-07-13	yes	Warble	HDZ Keepers		HDZ-463-E1	2024-09-12	46	ZE	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 6		PL017	rapid16s	2024-10-25	HDZ-463-S371	3	16S3		NA
HDZ-464	2024-06-11	yes	Warble	HDZ Keepers		HDZ-464-E1	2024-09-12	36	ZE	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 6		PL017	rapid16s	2024-10-25	HDZ-464-S372	4	16S4		NA
HDZ-465	2024-07-09	yes	Warble	HDZ Keepers		HDZ-465-E1	2024-09-12	36	ZE	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 6		PL017	rapid16s	2024-10-25	HDZ-465-S373	5	16S5		NA
HDZ-466	2024-07-23	no	Warble	HDZ Keepers		HDZ-466-E1	2024-09-13	46	AS	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 6		PL017	rapid16s	2024-10-25	HDZ-466-S374	6	16S6		NA
HDZ-467	2024-07-15	yes	Warble	HDZ Keepers		HDZ-467-E1	2024-09-09	10	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 6		PL016	rapid16s	2024-09-20	HDZ-467-E1-S365	20	16S20		NA
HDZ-468	2024-07-07	yes	Warble	HDZ Keepers		HDZ-468-E1	2024-09-09	43	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 6		PL016	rapid16s	2024-09-20	HDZ-468-E1-S366	21	16S21		NA
HDZ-469	2024-07-06	yes	Warble	HDZ Keepers		HDZ-469-E1	2024-09-09	51	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 6		PL016	rapid16s	2024-09-20	HDZ-469-E1-S367	22	16S22		NA
HDZ-470	2024-07-05	yes	Warble	HDZ Keepers		HDZ-470-E1	2024-09-09	52	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 6		PL016	rapid16s	2024-09-20	HDZ-470-E1-S368	23	16S23		NA
HDZ-473	2024-07-08	yes	Warble	HDZ Keepers		HDZ-473-E1	2024-09-13	80	AS	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 6		PL017	rapid16s	2024-10-25	HDZ-473-S375	7	16S7		NA
HDZ-474	2024-06-15	yes	Warble	HDZ Keepers		HDZ-474-E1	2024-09-24	55	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 6		PL017	rapid16s	2024-10-25	HDZ-474-S376	8	16S8		NA
HDZ-475	2024-06-08	yes	Warble	HDZ Keepers		HDZ-475-E1	2024-09-24	75	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 6		PL017	rapid16s	2024-10-25	HDZ-475-S377	9	16S9		NA
HDZ-476	2024-08-08	yes	Warble	HDZ Keepers		HDZ-476-E1	2024-09-25	49	AS	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 6		PL017	rapid16s	2024-10-25	HDZ-476-S378	10	16S10		NA
HDZ-477	2024-08-06	yes	Warble	HDZ Keepers		HDZ-477-E1	2024-09-25	73	AS	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 6		PL017	rapid16s	2024-10-25	HDZ-477-S379	11	16S11		NA
HDZ-478	2024-08-11	yes	Warble	HDZ Keepers		HDZ-478-E1	2024-09-25	48	AS	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 6		PL017	rapid16s	2024-10-25	HDZ-478-S380	12	16S12		NA
HDZ-479	2024-08-28	yes	Warble	HDZ Keepers		HDZ-479-E1	2024-09-25	56	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 6		PL017	rapid16s	2024-10-25	HDZ-479-S381	13	16S13		NA
HDZ-480	2024-09-04	yes	Warble	HDZ Keepers		HDZ-480-E1	2024-09-25	52	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 6		PL017	rapid16s	2024-10-25	HDZ-480-S382	14	16S14		NA
HDZ-481	2024-09-08	yes	Warble	HDZ Keepers		HDZ-481-E1	2024-09-25	51	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 6		PL017	rapid16s	2024-10-25	HDZ-481-S383	15	16S15		NA
HDZ-482	2024-07-30	yes	Warble	HDZ Keepers		HDZ-482-E1	2024-09-25	68	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 7		PL017	rapid16s	2024-10-25	HDZ-482-S384	16	16S16		NA
HDZ-483	2024-08-02	yes	Warble	HDZ Keepers		HDZ-483-E1	2024-09-25	78	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 7		PL017	rapid16s	2024-10-25	HDZ-483-S385	17	16S17		NA
HDZ-484	2024-08-12	yes	Warble	HDZ Keepers		HDZ-484-E1	2024-09-25	103	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 7		PL017	rapid16s	2024-10-25	HDZ-484-S386	18	16S18		NA
HDZ-485	2024-08-26	yes	Warble	HDZ Keepers		HDZ-485-E1	2024-09-25	61	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 7		PL017	rapid16s	2024-10-25	HDZ-485-S387	19	16S19		NA
HDZ-486	2024-09-13	yes	Warble	HDZ Keepers		HDZ-486-E1	2024-09-25	46	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 7		PL017	rapid16s	2024-10-25	HDZ-486-S388	20	16S20		NA
HDZ-487	2024-09-07	yes	Warble	HDZ Keepers		HDZ-487-E1	2024-09-27	47	AS	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 7		PL017	rapid16s	2024-10-25	HDZ-487-S389	21	16S21		NA
HDZ-488	2024-07-31	yes	Warble	HDZ Keepers		HDZ-488-E1	2024-09-27	59	AS	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 7		PL017	rapid16s	2024-10-25	HDZ-488-S390	22	16S22		NA
HDZ-489	2024-08-03	yes	Warble	HDZ Keepers		HDZ-489-E1	2024-09-27	85	AS	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 7		PL017	rapid16s	2024-10-25	HDZ-489-S391	23	16S23		NA
HDZ-490	2024-08-13	yes	Warble	HDZ Keepers		HDZ-490-E1	2024-09-27	89	AS	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 7		PL018	rapid16s	2024-10-29	HDZ-490-S392	1	16S1		NA
HDZ-491	2024-08-25	yes	Warble	HDZ Keepers		HDZ-491-E1	2024-10-01	24	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 7		PL018	rapid16s	2024-10-29	HDZ-491-S393	2	16S2		NA
HDZ-492	2024-09-01	yes	Warble	HDZ Keepers		HDZ-492-E1	2024-10-01	7.4	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 7		PL018	rapid16s	2024-10-29	HDZ-492-S394	3	16S3		NA
HDZ-493	2024-09-06	yes	Warble	HDZ Keepers		HDZ-493-E1	2024-10-01	57	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 7		PL018	rapid16s	2024-10-29	HDZ-493-S395	4	16S4		NA
HDZ-494	2024-08-05	yes	Warble	HDZ Keepers		HDZ-494-E1	2024-10-01	76	SA/TR	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 7		PL018	rapid16s	2024-10-29	HDZ-494-S396	5	16S5		NA
HDZ-495	2024-08-04	yes	Warble	HDZ Keepers		HDZ-495-E1	2024-10-01	27	SA/TR	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 7		PL018	rapid16s	2024-10-29	HDZ-495-S397	6	16S6		NA
HDZ-496	NA	yes	Warble	HDZ Keepers		HDZ-496-E1	2024-10-01	17	SA/TR	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 7		PL018	rapid16s	2024-10-29	HDZ-496-S398	7	16S7		NA
HDZ-497	2024-08-19	yes	Warble	HDZ Keepers		HDZ-497-E1	2024-10-02	36	AS	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 7		PL018	rapid16s	2024-10-29	HDZ-497-S399	8	16S8		NA
HDZ-498	2024-08-31	yes	Warble	HDZ Keepers		HDZ-498-E1	2024-10-02	49	AS	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 7		PL018	rapid16s	2024-10-29	HDZ-498-S400	9	16S9		NA
HDZ-499	2024-09-05	yes	Warble	HDZ Keepers		HDZ-499-E1	2024-10-02	46	AS	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 7		PL018	rapid16s	2024-10-29	HDZ-499-S401	10	16S10		NA
HDZ-500	2024-08-09	yes	Warble	HDZ Keepers		HDZ-500-E1	2024-10-02	67	AS	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 7		PL018	rapid16s	2024-10-29	HDZ-500-S402	11	16S11		NA
HDZ-501	2024-08-14	yes	Warble	HDZ Keepers		HDZ-501-E1	2024-10-02	74	AS	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 7		PL018	rapid16s	2024-10-29	HDZ-501-S403	12	16S12		NA
HDZ-502	2024-08-17	yes	Warble	HDZ Keepers		HDZ-502-E1	2024-10-08	6.3	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 7		PL018	rapid16s	2024-10-29	HDZ-502-S404	13	16S13		NA
HDZ-503	2024-08-24	yes	Warble	HDZ Keepers		HDZ-503-E1	2024-10-08	8.8	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 7		PL018	rapid16s	2024-10-29	HDZ-503-S405	14	16S14		NA
HDZ-504	2024-08-30	yes	Warble	HDZ Keepers		HDZ-504-E1	2024-10-08	6.2	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 7		PL018	rapid16s	2024-10-29	HDZ-504-S406	15	16S15		NA
HDZ-506	2024-08-25	yes	Warble	HDZ Keepers		HDZ-506-E1	2024-10-08	8.9	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 7		PL018	rapid16s	2024-10-29	HDZ-506-S407	16	16S16		NA
HDZ-507	2024-08-16	yes	Warble	HDZ Keepers		HDZ-507-E1	2024-10-08	9	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 7		PL018	rapid16s	2024-10-29	HDZ-507-S408	17	16S17		NA
HDZ-508	2024-08-22	yes	Warble	HDZ Keepers		HDZ-508-E1	2024-10-08	3.1	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 7		PL018	rapid16s	2024-10-29	HDZ-508-S409	18	16S18		NA
HDZ-509	2024-08-27	yes	Warble	HDZ Keepers		HDZ-509-E1	2024-10-08	10	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 7		PL018	rapid16s	2024-10-29	HDZ-509-S410	19	16S19		NA
HDZ-510	2024-08-29	yes	Warble	HDZ Keepers		HDZ-510-E1	2024-10-08	7.8	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 7		PL018	rapid16s	2024-10-29	HDZ-510-S411	20	16S20		NA
HDZ-517	2024-09-04	yes	Warble	HDZ Keepers		HDZ-517-E1	2024-10-08	5.2	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 7		PL018	rapid16s	2024-10-29	HDZ-517-S412	21	16S21		NA
HDZ-522	2024-09-15	yes	Warble	HDZ Keepers		HDZ-522-E1	2024-10-08	7.1	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 7		PL018	rapid16s	2024-10-29	HDZ-522-S413	22	16S22		NA
HDZ-525	2024-09-14	yes	Warble	HDZ Keepers		HDZ-525-E1	2024-10-08	11	SA	Quick-DNA Fecal/Soil Microbe	HDZ Loris DNA Extracts Box 7		PL018	rapid16s	2024-10-29	HDZ-525-S414	23	16S23		NA
